X,Y,osm_id,name,place_type,category,text_des,label
31.6978573,26.5461182,4575984694,د.عبد الناصر بدوى,Hospital,Health,"تقع د.عبد الناصر بدوى في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap.",0
31.6931452,26.550535,4575984705,د.اكرم شعبان,Clinic,Health,"تقع د.اكرم شعبان في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.6954683,26.5580083,4575984949,Email khela,Clinic,Health,"تقع Email khela في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.8900134,26.3349686,4576018297,د.علاء مهران,Clinic,Health,"تقع د.علاء مهران في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.6960427,26.5483285,4576039092,د.شادية حراز,Clinic,Health,"تقع د.شادية حراز في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.6959177,26.5597429,4576039093,د.اسحق كامل,Clinic,Health,"تقع د.اسحق كامل في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.6879869,26.5608066,4576039094,رمضان ابو الحسن,Clinic,Health,"تقع رمضان ابو الحسن في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.6985433,26.5575517,4576039195,د.مينا مفيد,Clinic,Health,"تقع د.مينا مفيد في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.8207758,26.3923998,4576039196,مجدى اديب,Clinic,Health,"تقع مجدى اديب في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.8210057,26.3920354,4576039197,منتصر الدباح,Clinic,Health,"تقع منتصر الدباح في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.7010139,26.5515615,4576039296,د.مهاب رياض,Clinic,Health,"تقع د.مهاب رياض في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.697555,26.5580083,4576039297,د.جمال مازن,Clinic,Health,"تقع د.جمال مازن في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.8893442,26.3327937,4576039298,سهير الجمال,Clinic,Health,"تقع سهير الجمال في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.6921191,26.5704837,4576039299,اسامة عبد الحميد,Clinic,Health,"تقع اسامة عبد الحميد في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.6961808,26.5581736,4576039392,D emil khela,Clinic,Health,"تقع D emil khela في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.6959395,26.5483585,4576040191,د.عاطف حراز,Clinic,Health,"تقع د.عاطف حراز في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.8011711,26.4772359,4576040192,نبيل فخرى,Clinic,Health,"تقع نبيل فخرى في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.4756248,26.7391132,4576040193,عبد الحميد سلطان,Clinic,Health,"تقع عبد الحميد سلطان في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.5015125,26.7660114,4576040194,مدحت ظريف,Clinic,Health,"تقع مدحت ظريف في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.8911944,26.3324161,4576043491,د.نبيل صابر,Hospital,Health,"تقع د.نبيل صابر في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap.",0
31.4329438,26.9094763,4576043516,D.Mohamed taha Aboalam,Clinic,Health,"تقع D.Mohamed taha Aboalam في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.6700609,26.6611505,4576043518,محمد فتحى,Clinic,Health,"تقع محمد فتحى في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.6705367,26.6617517,4576043519,هشلم ابراهيم,Clinic,Health,"تقع هشلم ابراهيم في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.4342235,26.9053581,4576043520,ياسر نوير,Clinic,Health,"تقع ياسر نوير في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.437139,26.902668,4576044907,نشاءت سعيد,Clinic,Health,"تقع نشاءت سعيد في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.4346883,26.9064117,4576044908,Samia Kamel,Clinic,Health,"تقع Samia Kamel في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.4342783,26.9070517,4576044909,محمد عبد الدايم,Clinic,Health,"تقع محمد عبد الدايم في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.4328283,26.9071967,4576044910,اشرف رضوات,Clinic,Health,"تقع اشرف رضوات في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.4981953,26.7688214,4576056401,محمد يونس,Clinic,Health,"تقع محمد يونس في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.500115,26.76628,4576056402,هانى محمود فؤاد,Clinic,Health,"تقع هانى محمود فؤاد في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.671,26.66101,4576057094,ممدوح الخولى,Clinic,Health,"تقع ممدوح الخولى في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.6016394,26.7007093,4576058589,م المراغة العام,Hospital,Health,"تقع م المراغة العام في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap.",0
31.5012017,26.7671833,4576058590,د.مدحت ظريف,Clinic,Health,"تقع د.مدحت ظريف في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.49885,26.7679167,4576123691,ماهر بطيخ,Clinic,Health,"تقع ماهر بطيخ في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
32.05831,26.2767883,4576123692,عبدالحكيم محمود,Clinic,Health,"تقع عبدالحكيم محمود في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.6940995,26.5496434,4576123694,محمود عبدالحفيظ,Clinic,Health,"تقع محمود عبدالحفيظ في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.5008467,26.76642,4576142189,عبدالحميد سلطان,Clinic,Health,"تقع عبدالحميد سلطان في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.499225,26.7673633,4576143091,باسم الراهب,Clinic,Health,"تقع باسم الراهب في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.6936972,26.549918,4576144192,احمد رضوان,Clinic,Health,"تقع احمد رضوان في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.6876378,26.5638738,4576144193,م ناصر,Clinic,Health,"تقع م ناصر في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
32.0582967,26.2765533,4576148689,عبدالله ابو نصير,Clinic,Health,"تقع عبدالله ابو نصير في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.8210733,26.3932,4576148690,د.ياسر عثمان,Clinic,Health,"تقع د.ياسر عثمان في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.6030617,26.69874,4576148691,د.ناصر ابو عقيل,Clinic,Health,"تقع د.ناصر ابو عقيل في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
32.0554638,26.2754546,4576150189,محمود عبدالقادر,Clinic,Health,"تقع محمود عبدالقادر في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.6946374,26.554738,4576150190,سهام صديق,Clinic,Health,"تقع سهام صديق في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.692941,26.5504649,4576150191,احمد الطيب,Clinic,Health,"تقع احمد الطيب في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.6705,26.6619731,4576150193,محمود خلف,Clinic,Health,"تقع محمود خلف في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.6983432,26.5608014,4576150194,الزهراء السيد شرف,Clinic,Health,"تقع الزهراء السيد شرف في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
32.0557889,26.2762633,4576150889,اشرف عابدين,Clinic,Health,"تقع اشرف عابدين في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.6051589,26.7008736,4576150892,فيولا جمال,Clinic,Health,"تقع فيولا جمال في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.6965833,26.5587785,4576159689,د.اميل خله,Clinic,Health,"تقع د.اميل خله في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.8900333,26.3352533,4576159690,هويدا منصور,Clinic,Health,"تقع هويدا منصور في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.5001445,26.7695068,4576159693,عبدالحميد,Clinic,Health,"تقع عبدالحميد في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.6926405,26.5646769,4576173389,اكرم قدرى,Clinic,Health,"تقع اكرم قدرى في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.890577,26.335061,4576199091,مجدى اديب,Clinic,Health,"تقع مجدى اديب في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
32.000565,26.2348033,4576824191,بيشوى نبيل,Clinic,Health,"تقع بيشوى نبيل في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.8884233,26.332055,4576829494,درويش عصام,Clinic,Health,"تقع درويش عصام في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.8892963,26.3314146,4576833890,محمد جمال حماية,Clinic,Health,"تقع محمد جمال حماية في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.6916194,26.5571117,4576879794,اسكندر عزمى,Clinic,Health,"تقع اسكندر عزمى في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.8899249,26.3314797,4576911189,ايمن السكرى,Clinic,Health,"تقع ايمن السكرى في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.688066,26.5554121,4576912091,عاطف حبيب,Clinic,Health,"تقع عاطف حبيب في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
32.0027466,26.2348316,4576917889,ابراهيم صالح,Clinic,Health,"تقع ابراهيم صالح في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.69913,26.5450183,4576923789,مايكل سامى,Clinic,Health,"تقع مايكل سامى في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.8905881,26.3350561,4576931889,احمد طه,Clinic,Health,"تقع احمد طه في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.9988513,26.2352823,4576931890,عواطف عبد الفتاح,Clinic,Health,"تقع عواطف عبد الفتاح في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.691684,26.5528673,4576934790,ايمن طه موسى,Clinic,Health,"تقع ايمن طه موسى في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
32.0038689,26.2344955,4576934791,دكتورة هبه رشاد,Clinic,Health,"تقع دكتورة هبه رشاد في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.6887191,26.5598234,4576937789,نظام كامل,Clinic,Health,"تقع نظام كامل في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.6920099,26.5693466,4576943290,شادى فاروق,Clinic,Health,"تقع شادى فاروق في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.7347409,30.296051,4579809392,مدارس المصرية المتكاملة,School,Education,"تقع مدارس المصرية المتكاملة في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
30.0623411,31.304292,4579813697,مدرسة الفريق عبد المنعم واصل الرسمية لغات,School,Education,"تقع مدرسة الفريق عبد المنعم واصل الرسمية لغات في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
31.4417926,30.1544511,4584818900,نفرتاري للغات,School,Education,"تقع نفرتاري للغات في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
31.24174,29.9674551,4587257690,مستشفى المعادى ق.م,Hospital,Health,"تقع مستشفى المعادى ق.م في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap.",0
31.3814885,31.2187183,4588746089,مدرسة الترزى بلقاس دقهليه,School,Education,"تقع مدرسة الترزى بلقاس دقهليه في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
29.9669399,31.2463037,4589307996,الدولبة لتدريب اطقم اليخوت,School,Education,"تقع الدولبة لتدريب اطقم اليخوت في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
31.5210962,30.5857599,4597508390,كلية الزراعة جامعة الزقازيق,School,Education,"تقع كلية الزراعة جامعة الزقازيق في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
31.2084314,30.0400411,4599426889,"عيادة الدكتور ""الأيمن فتحي حسين""",Clinic,Health,"تقع عيادة الدكتور ""الأيمن فتحي حسين"" في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.3263385,30.049253,4607726053,Al Sayida Aisha School,School,Education,"تقع Al Sayida Aisha School في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
31.7369658,26.4246063,4616644589,د مايكل نعيم العمايده,Clinic,Health,"تقع د مايكل نعيم العمايده في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.693459,26.5505173,4622546792,د.محمد صفوت,Clinic,Health,"تقع د.محمد صفوت في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.7417025,30.2925951,4638382090,مدرسة البنات الرسمية للغات,School,Education,"تقع مدرسة البنات الرسمية للغات في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
31.7289563,30.3136689,4638382091,عمر بن العاص الرسمية,School,Education,"تقع عمر بن العاص الرسمية في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
31.3181568,30.1130399,4643156891,مستشفي الحلمية العسكري,Hospital,Health,"تقع مستشفي الحلمية العسكري في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap.",0
32.3202676,31.2440232,4643646691,مستشفى بورفواد,Hospital,Health,"تقع مستشفى بورفواد في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap.",0
31.4909946,30.5872137,4658648390,عيادة المبرة الشاملة,Hospital,Health,"تقع عيادة المبرة الشاملة في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap.",0
31.2079311,30.0486115,4682221091,دكتور بدران,Hospital,Health,"تقع دكتور بدران في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap.",0
29.9385546,31.2103065,4683208396,مستشفى المدينة للمرأة,Hospital,Health,"تقع مستشفى المدينة للمرأة في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap.",0
31.306246,30.0962148,4684958289,عيادة الدكتور سامح السيد سالم,Clinic,Health,"تقع عيادة الدكتور سامح السيد سالم في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.1506313,29.9907225,4693001189,مستشفي الهرم,Hospital,Health,"تقع مستشفي الهرم في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap.",0
31.3737691,30.1275872,4701452889,أكاديمية النزهة الجديده للمساحة ونظم المعلومات,School,Education,"تقع أكاديمية النزهة الجديده للمساحة ونظم المعلومات في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
34.3952838,30.368827,4711604389,الوحدة الصحية,Hospital,Health,"تقع الوحدة الصحية في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap.",0
31.6853934,30.5346131,4714151393,الثانوية بنين,School,Education,"تقع الثانوية بنين في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
31.6853001,30.5345751,4714151491,الثانوية بنات,School,Education,"تقع الثانوية بنات في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
31.68098,30.5335538,4714164490,مدرسة الصنايع,School,Education,"تقع مدرسة الصنايع في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
31.7363957,30.2986627,4716174098,يو سى ماس,School,Education,"تقع يو سى ماس في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
34.6089114,25.6013878,4716324527,Jaz Lamaya clinic,Clinic,Health,"تقع Jaz Lamaya clinic في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.3287032,30.0888906,4721454089,مدرسة مصر الجديدة النموذجية بنات,School,Education,"تقع مدرسة مصر الجديدة النموذجية بنات في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
31.3826141,30.0930561,4733980424,مركز طبي مساكن شيراتون,Hospital,Health,"تقع مركز طبي مساكن شيراتون في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap.",0
31.6804017,30.5440661,4735372722,مدرسة التجارة,School,Education,"تقع مدرسة التجارة في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
31.5994922,30.169909,4736356223,مدرسة الدوار,School,Education,"تقع مدرسة الدوار في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
31.5149299,26.7762134,4743090027,مجمع 25 يناير التعليمي,School,Education,"تقع مجمع 25 يناير التعليمي في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
31.4973678,26.7738527,4743134421,طهطا العام,Hospital,Health,"تقع طهطا العام في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap.",0
31.3409817,30.0810958,4743822321,مس إيرينى,School,Education,"تقع مس إيرينى في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
29.9406952,31.2123904,4745917821,مركز الصفوة للعيون,Hospital,Health,"تقع مركز الصفوة للعيون في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap.",0
29.9520648,31.2337129,4745917822,الهيئة العامة للتأمين الصحي,Hospital,Health,"تقع الهيئة العامة للتأمين الصحي في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap.",0
34.887139,25.0612439,4750648997,One Life Hospital,Clinic,Health,"تقع One Life Hospital في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.2728416,30.7352406,4754465334,مستشفى التكامل بميت محسن,Hospital,Health,"تقع مستشفى التكامل بميت محسن في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap.",0
29.8822714,31.2086119,4759244922,مدرسة الأنفوشي الثانوية - بنين,School,Education,"تقع مدرسة الأنفوشي الثانوية - بنين في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
29.8815197,31.2083488,4759348722,مستشفى النقراشي,Hospital,Health,"تقع مستشفى النقراشي في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap.",0
31.3844462,31.0474963,4765039480,"عيادة أ.د. محمد أبوحجازى لطب المخ والأعصاب Prof.Dr. Mohammad Abu-Hegazy, Neurology Consultant",Hospital,Health,"تقع عيادة أ.د. محمد أبوحجازى لطب المخ والأعصاب Prof.Dr. Mohammad Abu-Hegazy, Neurology Consultant في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap.",0
29.941556,31.2168583,4781406721,مستشفى بدراوى,Hospital,Health,"تقع مستشفى بدراوى في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap.",0
31.0152798,30.5606982,4787216421,مستشفي موده عيون,Hospital,Health,"تقع مستشفي موده عيون في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap.",0
31.2559295,30.1012896,4796819622,مدرسه احمد حلمي,School,Education,"تقع مدرسه احمد حلمي في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
31.0120502,30.0394462,4805841724,M.S.G International British School of Egypt,School,Education,"تقع M.S.G International British School of Egypt في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
31.4029127,31.0531765,4809625722,الزهراء اللغات,School,Education,"تقع الزهراء اللغات في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
32.5583775,25.2916299,4812390121,مست إسنا المركزي,Hospital,Health,"تقع مست إسنا المركزي في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap.",0
31.3331087,30.0447659,4822481526,سنتر ميراج,School,Education,"تقع سنتر ميراج في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
32.878682,24.9796725,4826153923,محمد يونس,Clinic,Health,"تقع محمد يونس في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
32.9038398,24.0867279,4826153925,اسامه زكريا,Clinic,Health,"تقع اسامه زكريا في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
32.8767068,24.9793491,4826162321,حمدى كعوان,Clinic,Health,"تقع حمدى كعوان في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
32.8795012,24.9797105,4826162322,حمزة سعد,Clinic,Health,"تقع حمزة سعد في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
32.8805344,24.9823432,4826162323,عبد الاله العونى,Clinic,Health,"تقع عبد الاله العونى في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
32.8817735,24.9831197,4826162324,عمرو بكرى,Clinic,Health,"تقع عمرو بكرى في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
32.8611272,24.9377155,4826164222,هانى جرجس,Clinic,Health,"تقع هانى جرجس في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
32.9050353,24.0865218,4826164224,ادهم بدوى,Clinic,Health,"تقع ادهم بدوى في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
32.9067892,24.101074,4826164225,يحى ابراهيم صدر,Clinic,Health,"تقع يحى ابراهيم صدر في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
32.9092525,24.093629,4826172921,محمد حسن صدر,Clinic,Health,"تقع محمد حسن صدر في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
32.9077925,24.0940853,4826172922,فوزى عباس نسا,Clinic,Health,"تقع فوزى عباس نسا في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
32.9018307,24.0933572,4826173721,عبد الحميد حامد نسا,Clinic,Health,"تقع عبد الحميد حامد نسا في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
32.9092453,24.0859508,4826173722,نادية محمود نسا,Clinic,Health,"تقع نادية محمود نسا في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
32.946232,24.4741604,4826177721,علاء عبد الوهاب,Clinic,Health,"تقع علاء عبد الوهاب في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
32.8814104,24.9827634,4826178921,ربيع حسين,Clinic,Health,"تقع ربيع حسين في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
32.8749821,24.9818717,4826178922,سليم حسن,Clinic,Health,"تقع سليم حسن في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
32.8759904,24.9792646,4826179722,نجاح عبد المجيد,Clinic,Health,"تقع نجاح عبد المجيد في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
32.8753124,24.9791944,4826179725,عماد مصطفى حامد,Clinic,Health,"تقع عماد مصطفى حامد في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
32.9482577,24.4768284,4826179727,محمد عبدالوهاب,Clinic,Health,"تقع محمد عبدالوهاب في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
32.8754664,24.9748386,4826179823,بلال ابوزيد,Clinic,Health,"تقع بلال ابوزيد في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
32.875596,24.9744804,4826180821,اسماء فوزى,Clinic,Health,"تقع اسماء فوزى في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
32.9480618,24.477815,4826180822,محمد كمال,Clinic,Health,"تقع محمد كمال في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
32.9515012,24.4760167,4826187221,محمد السلواوى,Clinic,Health,"تقع محمد السلواوى في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
32.9473099,24.4769322,4826187821,محمود النجار,Clinic,Health,"تقع محمود النجار في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
32.9505045,24.4780936,4826188121,مصطفى أبو الغيط,Clinic,Health,"تقع مصطفى أبو الغيط في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
32.9526466,24.4785766,4826189721,طه الفارسى,Clinic,Health,"تقع طه الفارسى في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
32.9483395,24.4801042,4826189722,فاطمة يوسف,Clinic,Health,"تقع فاطمة يوسف في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
32.9512553,24.4752519,4826190421,أشرف الأمير,Clinic,Health,"تقع أشرف الأمير في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
32.9013831,24.0957267,4826190426,محى راغب,Clinic,Health,"تقع محى راغب في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
32.8956241,24.0901002,4826190922,فاطمة فوزى,Clinic,Health,"تقع فاطمة فوزى في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
32.8941386,24.0857654,4826191222,نبيل تاودروس,Clinic,Health,"تقع نبيل تاودروس في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
32.9004552,24.0914098,4826191227,قمر احمد محمد,Clinic,Health,"تقع قمر احمد محمد في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
32.8949782,24.0849399,4826192921,ياسر عبدالكريم,Clinic,Health,"تقع ياسر عبدالكريم في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
32.8980926,24.0848245,4826192922,بهاء الهوارى,Clinic,Health,"تقع بهاء الهوارى في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
32.8946794,24.0849879,4826200322,ناهد شلك,Clinic,Health,"تقع ناهد شلك في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
32.9092225,24.0840496,4826200323,محمد خليفة,Clinic,Health,"تقع محمد خليفة في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
32.9492466,24.4774123,4826200324,نادر الشوربجى,Clinic,Health,"تقع نادر الشوربجى في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
